Timestamp,Bus,I/O,Label
1391610430,2,1,1
1391610430,2,1,102
1391610430,3,1,254
1391610430,3,1,1
1391610430,3,1,102
1391610430,3,1,152
1391610430,1,1,213
1391610430,1,1,211
1391610430,1,1,252
1391610430,1,1,254
1391610430,2,1,254
1391610430,2,1,1
1391610430,2,1,102
1391610430,2,1,237
1391610430,2,1,377
1391610430,2,1,252
1391610430,2,1,254
1391610430,2,1,1
1391610430,2,1,102
1391610430,3,1,254
1391610430,3,1,1
1391610430,3,1,102
1391610430,3,1,152
1391610430,3,1,150
1391610430,3,1,260
1391610430,1,1,213
1391610430,1,1,211
1391610430,1,1,252
1391610430,1,1,254
1391610430,1,1,1
1391610430,1,1,102
1391610430,2,1,237
1391610430,2,1,377
1391610430,2,1,252
1391610430,2,1,254
1391610430,2,1,1
1391610430,2,1,102
1391610430,0,1,377
1391610430,0,1,365
1391610430,0,1,366
1391610430,0,1,367
1391610430,0,1,315
1391610430,0,1,316
1391610430,0,1,252
1391610430,0,1,254
1391610430,3,1,102
1391610430,3,1,152
1391610430,3,1,150
1391610430,3,1,260
1391610430,1,1,252
1391610430,1,1,254
1391610430,1,1,1
1391610430,1,1,102
1391610430,0,1,1
1391610430,0,1,102
1391610430,2,1,254
1391610430,2,1,1
1391610430,2,1,102
1391610430,2,1,237
1391610430,2,1,377
1391610430,2,1,252
1391610430,2,1,254
1391610430,2,1,1
1391610430,2,1,102
1391610430,3,1,254
1391610430,3,1,1
1391610430,3,1,102
1391610430,3,1,152
1391610430,1,1,213
1391610430,1,1,211
1391610430,1,1,252
1391610430,1,1,254
1391610430,3,1,150
1391610430,1,1,1
1391610430,3,1,260
1391610430,3,1,377
1391610430,3,1,252
1391610430,3,1,254
1391610430,3,1,1
1391610430,3,1,102
1391610430,3,1,152
1391610430,3,1,150
1391610430,3,1,260
1391610430,1,1,102
1391610430,1,1,377
1391610430,1,1,210
1391610430,1,1,213
1391610430,1,1,211
1391610430,1,1,252
1391610430,1,1,254
1391610430,1,1,1
1391610430,1,1,102
1391610430,2,1,254
1391610430,2,1,1
1391610430,2,1,102
1391610430,2,1,237
1391610430,2,1,377
1391610430,2,1,252
1391610430,2,1,254
1391610430,2,1,1
1391610430,2,1,102
1391610430,3,1,254
1391610430,3,1,1
1391610430,3,1,102
1391610430,3,1,152
1391610430,3,1,150
1391610430,3,1,260
1391610430,1,1,213
1391610430,1,1,211
1391610430,1,1,252
1391610430,1,1,254
1391610430,1,1,1
1391610430,1,1,102
1391610430,2,1,237
1391610430,2,1,377
1391610430,2,1,252
1391610430,2,1,254
1391610430,2,1,1
1391610430,2,1,102
1391610430,0,1,377
1391610430,0,1,365
1391610430,0,1,366
1391610430,0,1,367
1391610430,0,1,315
1391610430,0,1,316
1391610430,0,1,252
1391610430,0,1,254
1391610430,0,1,1
1391610430,0,1,102
1391610430,3,1,102
1391610430,3,1,152
1391610430,3,1,150
1391610430,3,1,260
1391610430,1,1,252
1391610430,1,1,254
1391610430,1,1,1
1391610430,1,1,102
1391610430,2,1,254
1391610430,2,1,1
1391610430,2,1,102
1391610431,2,1,237
1391610431,2,1,377
1391610431,2,1,252
1391610431,2,1,254
1391610431,2,1,1
1391610431,2,1,102
1391610431,3,1,254
1391610431,3,1,1
1391610431,3,1,102
1391610431,3,1,152
1391610431,1,1,213
1391610431,1,1,211
1391610431,1,1,252
1391610431,1,1,254
1391610431,3,1,150
1391610431,1,1,1
1391610431,3,1,260
1391610431,3,1,377
1391610431,3,1,252
1391610431,3,1,254
1391610431,3,1,1
1391610431,3,1,102
1391610431,3,1,152
1391610431,3,1,150
1391610431,3,1,260
1391610431,1,1,102
1391610431,1,1,377
1391610431,1,1,210
1391610431,1,1,213
1391610431,1,1,211
1391610431,1,1,252
1391610431,1,1,254
1391610431,1,1,1
1391610431,1,1,102
1391610431,2,1,254
1391610431,2,1,1
1391610431,2,1,102
1391610431,2,1,237
1391610431,2,1,377
1391610431,2,1,252
1391610431,2,1,254
1391610431,2,1,1
1391610431,2,1,102
1391610431,1,1,213
1391610431,1,1,211
1391610431,1,1,252
1391610431,1,1,254
1391610431,1,1,1
1391610431,1,1,102
1391610431,3,1,254
1391610431,3,1,1
1391610431,3,1,102
1391610431,3,1,152
1391610431,3,1,150
1391610431,3,1,260
1391610431,2,1,237
1391610431,2,1,377
1391610431,2,1,252
1391610431,2,1,254
1391610431,2,1,1
1391610431,2,1,102
1391610431,1,1,252
1391610431,1,1,254
1391610431,1,1,1
1391610431,1,1,102
1391610431,3,1,102
1391610431,3,1,152
1391610431,3,1,150
1391610431,3,1,260
1391610431,2,1,254
1391610431,2,1,1
1391610431,2,1,102
1391610431,2,1,237
1391610431,2,1,377
1391610431,2,1,252
1391610431,2,1,254
1391610431,2,1,1
1391610431,2,1,102
1391610431,3,1,254
1391610431,3,1,1
1391610431,3,1,102
1391610431,3,1,152
1391610431,1,1,213
1391610431,1,1,211
1391610431,1,1,252
1391610431,1,1,254
1391610431,3,1,150
1391610431,1,1,1
1391610431,3,1,260
1391610431,3,1,377
1391610431,3,1,252
1391610431,3,1,254
1391610431,3,1,1
1391610431,3,1,102
1391610431,3,1,152
1391610431,3,1,150
1391610431,3,1,260
1391610431,1,1,102
1391610431,1,1,377
1391610431,1,1,210
1391610431,1,1,213
1391610431,1,1,211
1391610431,1,1,252
1391610431,1,1,254
1391610431,1,1,1
1391610431,1,1,102
1391610431,2,1,254
1391610431,2,1,1
1391610431,2,1,102
1391610431,2,1,237
1391610431,2,1,377
1391610431,2,1,252
1391610431,2,1,254
1391610431,2,1,1
1391610431,2,1,102
1391610431,3,1,254
1391610431,3,1,1
1391610431,3,1,102
1391610431,3,1,152
1391610431,3,1,150
1391610431,3,1,260
1391610431,1,1,213
1391610431,1,1,211
1391610431,1,1,252
1391610431,1,1,254
1391610431,1,1,1
1391610431,1,1,102
1391610431,2,1,237
1391610431,2,1,377
1391610431,2,1,252
1391610431,2,1,254
1391610431,2,1,1
1391610431,2,1,102
1391610431,3,1,254
1391610431,1,1,213
1391610431,3,1,152
1391610431,3,1,150
1391610431,3,1,260
1391610431,1,1,254
1391610431,1,1,1
1391610431,1,1,102
1391610431,2,1,254
1391610431,2,1,1
1391610431,2,1,102
1391610432,2,1,237
1391610432,2,1,377
1391610432,2,1,252
1391610432,2,1,254
1391610432,2,1,1
1391610432,2,1,102
1391610432,3,1,254
1391610432,3,1,1
1391610432,3,1,102
1391610432,3,1,152
1391610432,1,1,213
1391610432,1,1,211
1391610432,1,1,252
1391610432,1,1,254
1391610432,2,1,254
1391610432,2,1,1
1391610432,2,1,102
1391610432,2,1,237
1391610432,2,1,377
1391610432,2,1,252
1391610432,2,1,254
1391610432,2,1,1
1391610432,2,1,102
1391610432,3,1,254
1391610432,3,1,1
1391610432,3,1,102
1391610432,3,1,152
1391610432,3,1,150
1391610432,3,1,260
1391610432,1,1,213
1391610432,1,1,211
1391610432,1,1,252
1391610432,1,1,254
1391610432,1,1,1
1391610432,1,1,102
1391610432,2,1,237
1391610432,2,1,377
1391610432,2,1,252
1391610432,2,1,254
1391610432,2,1,1
1391610432,2,1,102
1391610432,3,1,254
1391610432,1,1,213
1391610432,3,1,152
1391610432,3,1,150
1391610432,3,1,260
1391610432,1,1,254
1391610432,1,1,1
1391610432,1,1,102
1391610432,2,1,254
1391610432,2,1,1
1391610432,2,1,102
1391610432,2,1,237
1391610432,2,1,377
1391610432,2,1,252
1391610432,2,1,254
1391610432,2,1,1
1391610432,2,1,102
1391610432,3,1,254
1391610432,3,1,1
1391610432,3,1,102
1391610432,3,1,152
1391610432,3,1,150
1391610432,1,1,213
1391610432,1,1,211
1391610432,1,1,252
1391610432,1,1,254
1391610432,1,1,1
1391610432,3,1,260
1391610432,3,1,377
1391610432,3,1,252
1391610432,3,1,254
1391610432,3,1,1
1391610432,3,1,102
1391610432,3,1,152
1391610432,3,1,150
1391610432,3,1,260
1391610432,1,1,102
1391610432,1,1,377
1391610432,1,1,210
1391610432,1,1,213
1391610432,1,1,211
1391610432,1,1,252
1391610432,1,1,254
1391610432,1,1,1
1391610432,1,1,102
1391610432,2,1,254
1391610432,2,1,1
1391610432,2,1,102
1391610432,2,1,237
1391610432,2,1,377
1391610432,2,1,252
1391610432,2,1,254
1391610432,2,1,1
1391610432,2,1,102
1391610432,3,1,254
1391610432,3,1,1
1391610432,3,1,102
1391610432,3,1,152
1391610432,3,1,150
1391610432,3,1,260
1391610432,1,1,213
1391610432,1,1,211
1391610432,1,1,252
1391610432,1,1,254
1391610432,1,1,1
1391610432,1,1,102
1391610432,2,1,237
1391610432,2,1,377
1391610432,2,1,252
1391610432,2,1,254
1391610432,2,1,1
1391610432,2,1,102
1391610432,3,1,254
1391610432,1,1,213
1391610432,3,1,152
1391610432,3,1,150
1391610432,3,1,260
1391610432,1,1,254
1391610432,1,1,1
1391610432,1,1,102
1391610432,2,1,254
1391610432,2,1,1
1391610432,2,1,102
1391610433,2,1,237
1391610433,2,1,377
1391610433,2,1,252
1391610433,2,1,254
1391610433,2,1,1
1391610433,2,1,102
1391610433,3,1,254
1391610433,3,1,1
1391610433,3,1,102
1391610433,3,1,152
1391610433,3,1,150
1391610433,1,1,213
1391610433,1,1,211
1391610433,1,1,252
1391610433,1,1,254
1391610433,1,1,1
1391610433,3,1,260
1391610433,3,1,377
1391610433,3,1,252
1391610433,3,1,254
1391610433,3,1,1
1391610433,3,1,102
1391610433,3,1,152
1391610433,3,1,150
1391610433,3,1,260
1391610433,1,1,102
1391610433,1,1,377
1391610433,1,1,210
1391610433,1,1,213
1391610433,1,1,211
1391610433,1,1,252
1391610433,1,1,254
1391610433,1,1,1
1391610433,1,1,102
1391610433,2,1,254
1391610433,2,1,1
1391610433,2,1,102
1391610433,2,1,237
1391610433,2,1,377
1391610433,2,1,252
1391610433,2,1,254
1391610433,2,1,1
1391610433,2,1,102
1391610433,3,1,254
1391610433,3,1,1
1391610433,3,1,102
1391610433,3,1,152
1391610433,3,1,150
1391610433,3,1,260
1391610433,1,1,213
1391610433,1,1,211
1391610433,1,1,252
1391610433,1,1,254
1391610433,1,1,1
1391610433,1,1,102
1391610433,2,1,237
1391610433,2,1,377
1391610433,2,1,252
1391610433,2,1,254
1391610433,2,1,1
1391610433,2,1,102
1391610433,3,1,254
1391610433,1,1,213
1391610433,3,1,152
1391610433,3,1,150
1391610433,3,1,260
1391610433,1,1,254
1391610433,1,1,1
1391610433,1,1,102
1391610433,2,1,254
1391610433,2,1,1
1391610433,2,1,102
1391610433,2,1,237
1391610433,2,1,377
1391610433,2,1,252
1391610433,2,1,254
1391610433,2,1,1
1391610433,2,1,102
1391610433,3,1,254
1391610433,3,1,1
1391610433,3,1,102
1391610433,3,1,152
1391610433,3,1,150
1391610433,1,1,213
1391610433,1,1,211
1391610433,1,1,252
1391610433,1,1,254
1391610433,1,1,1
1391610433,3,1,260
1391610433,3,1,377
1391610433,3,1,252
1391610433,3,1,254
1391610433,3,1,1
1391610433,3,1,102
1391610433,3,1,152
1391610433,3,1,150
1391610433,3,1,260
1391610433,1,1,102
1391610433,1,1,377
1391610433,1,1,210
1391610433,1,1,213
1391610433,1,1,211
1391610433,1,1,252
1391610433,1,1,254
1391610433,1,1,1
1391610433,1,1,102
1391610433,2,1,254
1391610433,2,1,1
1391610433,2,1,102
1391610433,2,1,237
1391610433,2,1,377
1391610433,2,1,252
1391610433,2,1,254
1391610433,2,1,1
1391610433,2,1,102
1391610433,3,1,254
1391610433,3,1,1
1391610433,3,1,102
1391610433,3,1,152
1391610433,3,1,150
1391610433,3,1,260
1391610433,1,1,213
1391610433,1,1,211
1391610433,1,1,252
1391610433,1,1,254
1391610433,1,1,1
1391610433,1,1,102
1391610433,2,1,237
1391610433,2,1,377
1391610433,2,1,252
1391610433,2,1,254
1391610433,2,1,1
1391610433,2,1,102
1391610433,3,1,254
1391610433,1,1,213
1391610433,3,1,152
1391610433,3,1,150
1391610433,3,1,260
1391610433,1,1,254
1391610433,1,1,1
1391610433,1,1,102
1391610433,2,1,254
1391610433,2,1,1
1391610433,2,1,102
1391610434,2,1,237
1391610434,2,1,377
1391610434,2,1,252
1391610434,2,1,254
1391610434,2,1,1
1391610434,2,1,102
1391610434,3,1,254
1391610434,3,1,1
1391610434,3,1,102
1391610434,3,1,152
1391610434,3,1,150
1391610434,1,1,213
1391610434,1,1,211
1391610434,1,1,252
1391610434,1,1,254
1391610434,1,1,1
1391610434,3,1,260
1391610434,1,1,102
1391610434,3,1,377
1391610434,3,1,252
1391610434,3,1,254
1391610434,3,1,1
1391610434,3,1,102
1391610434,3,1,152
1391610434,3,1,150
1391610434,3,1,260
1391610434,1,1,377
1391610434,1,1,210
1391610434,1,1,213
1391610434,1,1,211
1391610434,1,1,252
1391610434,1,1,254
1391610434,1,1,1
1391610434,1,1,102
1391610434,2,1,254
1391610434,2,1,1
1391610434,2,1,102
1391610434,2,1,237
1391610434,2,1,377
1391610434,2,1,252
1391610434,2,1,254
1391610434,2,1,1
1391610434,2,1,102
1391610434,3,1,254
1391610434,3,1,1
1391610434,3,1,102
1391610434,3,1,152
1391610434,3,1,150
1391610434,3,1,260
1391610434,1,1,213
1391610434,1,1,211
1391610434,1,1,252
1391610434,1,1,254
1391610434,1,1,1
1391610434,1,1,102
1391610434,2,1,237
1391610434,2,1,377
1391610434,2,1,252
1391610434,2,1,254
1391610434,2,1,1
1391610434,2,1,102
1391610434,3,1,254
1391610434,1,1,213
1391610434,3,1,152
1391610434,3,1,150
1391610434,3,1,260
1391610434,1,1,254
1391610434,1,1,1
1391610434,1,1,102
1391610434,2,1,254
1391610434,2,1,1
1391610434,2,1,102
1391610434,2,1,237
1391610434,2,1,377
1391610434,2,1,252
1391610434,2,1,254
1391610434,2,1,1
1391610434,2,1,102
1391610434,3,1,254
1391610434,3,1,1
1391610434,3,1,102
1391610434,3,1,152
1391610434,3,1,150
1391610434,3,1,260
1391610434,1,1,213
1391610434,1,1,211
1391610434,1,1,252
1391610434,1,1,254
1391610434,1,1,1
1391610434,1,1,102
1391610434,2,1,254
1391610434,2,1,1
1391610434,2,1,102
1391610434,3,1,377
1391610434,3,1,252
1391610434,3,1,254
1391610434,3,1,1
1391610434,3,1,102
1391610434,3,1,152
1391610434,3,1,150
1391610434,3,1,260
1391610434,1,1,377
1391610434,1,1,210
1391610434,1,1,213
1391610434,1,1,211
1391610434,1,1,252
1391610434,1,1,254
1391610434,1,1,1
1391610434,1,1,102
1391610434,2,1,237
1391610434,2,1,377
1391610434,2,1,252
1391610434,2,1,254
1391610434,2,1,1
1391610434,2,1,102
1391610434,3,1,254
1391610434,3,1,1
1391610434,3,1,102
1391610434,3,1,152
1391610434,3,1,150
1391610434,3,1,260
1391610434,1,1,213
1391610434,1,1,211
1391610434,1,1,252
1391610434,1,1,254
1391610434,1,1,1
1391610434,1,1,102
1391610434,2,1,237
1391610434,2,1,377
1391610434,2,1,252
1391610434,2,1,254
1391610434,2,1,1
1391610434,2,1,102
1391610434,3,1,254
1391610434,1,1,213
1391610434,3,1,152
1391610434,3,1,150
1391610434,3,1,260
1391610434,1,1,254
1391610434,1,1,1
1391610434,1,1,102
1391610434,2,1,254
1391610434,2,1,1
1391610434,2,1,102
1391610435,2,1,237
1391610435,2,1,377
1391610435,2,1,252
1391610435,2,1,254
1391610435,2,1,1
1391610435,2,1,102
1391610435,3,1,254
1391610435,3,1,1
1391610435,3,1,102
1391610435,3,1,152
1391610435,3,1,150
1391610435,3,1,260
1391610435,1,1,213
1391610435,1,1,211
1391610435,1,1,252
1391610435,1,1,254
1391610435,1,1,1
1391610435,1,1,102
1391610435,3,1,377
1391610435,3,1,252
1391610435,3,1,254
1391610435,3,1,1
1391610435,3,1,102
1391610435,3,1,152
1391610435,3,1,150
1391610435,3,1,260
1391610435,1,1,377
1391610435,1,1,210
1391610435,1,1,213
1391610435,1,1,211
1391610435,1,1,252
1391610435,1,1,254
1391610435,1,1,1
1391610435,1,1,102
1391610435,2,1,254
1391610435,2,1,1
1391610435,2,1,102
1391610435,2,1,237
1391610435,2,1,377
1391610435,2,1,252
1391610435,2,1,254
1391610435,2,1,1
1391610435,2,1,102
1391610435,3,1,254
1391610435,3,1,1
1391610435,3,1,102
1391610435,3,1,152
1391610435,3,1,150
1391610435,3,1,260
1391610435,1,1,213
1391610435,1,1,211
1391610435,1,1,252
1391610435,1,1,254
1391610435,1,1,1
1391610435,1,1,102
1391610435,2,1,237
1391610435,2,1,377
1391610435,2,1,252
1391610435,2,1,254
1391610435,2,1,1
1391610435,2,1,102
1391610435,3,1,254
1391610435,3,1,1
1391610435,1,1,213
1391610435,1,1,211
1391610435,3,1,150
1391610435,3,1,260
1391610435,1,1,1
1391610435,1,1,102
1391610435,2,1,254
1391610435,2,1,1
1391610435,2,1,102
1391610435,2,1,237
1391610435,2,1,377
1391610435,2,1,252
1391610435,2,1,254
1391610435,2,1,1
1391610435,2,1,102
1391610435,3,1,254
1391610435,3,1,1
1391610435,3,1,102
1391610435,3,1,152
1391610435,3,1,150
1391610435,3,1,260
1391610435,1,1,213
1391610435,1,1,211
1391610435,1,1,252
1391610435,1,1,254
1391610435,1,1,1
1391610435,1,1,102
1391610435,2,1,254
1391610435,2,1,1
1391610435,2,1,102
1391610435,3,1,377
1391610435,3,1,252
1391610435,3,1,254
1391610435,3,1,1
1391610435,3,1,102
1391610435,3,1,152
1391610435,3,1,150
1391610435,3,1,260
1391610435,1,1,377
1391610435,1,1,210
1391610435,1,1,213
1391610435,1,1,211
1391610435,1,1,252
1391610435,1,1,254
1391610435,1,1,1
1391610435,1,1,102
1391610435,2,1,237
1391610435,2,1,377
1391610435,2,1,252
1391610435,2,1,254
1391610435,2,1,1
1391610435,2,1,102
1391610435,3,1,254
1391610435,3,1,1
1391610435,3,1,102
1391610435,3,1,152
1391610435,3,1,150
1391610435,3,1,260
1391610435,1,1,213
1391610435,1,1,211
1391610435,1,1,252
1391610435,1,1,254
1391610435,1,1,1
1391610435,1,1,102
1391610435,2,1,237
1391610435,2,1,377
1391610435,2,1,252
1391610435,2,1,254
1391610435,2,1,1
1391610435,2,1,102
1391610435,3,1,254
1391610435,3,1,1
1391610435,1,1,213
1391610435,1,1,211
1391610435,3,1,150
1391610435,3,1,260
1391610435,1,1,1
1391610435,1,1,102
1391610435,2,1,254
1391610435,2,1,1
1391610435,2,1,102
1391610436,2,1,237
1391610436,2,1,377
1391610436,2,1,252
1391610436,2,1,254
1391610436,2,1,1
1391610436,2,1,102
1391610436,3,1,254
1391610436,3,1,1
1391610436,3,1,102
1391610436,3,1,152
1391610436,3,1,150
1391610436,3,1,260
1391610436,1,1,213
1391610436,1,1,211
1391610436,1,1,252
1391610436,1,1,254
1391610436,1,1,1
1391610436,1,1,102
1391610436,2,1,254
1391610436,2,1,1
1391610436,2,1,102
1391610436,3,1,377
1391610436,3,1,252
1391610436,3,1,254
1391610436,3,1,1
1391610436,3,1,102
1391610436,3,1,152
1391610436,3,1,150
1391610436,3,1,260
1391610436,1,1,377
1391610436,1,1,210
1391610436,1,1,213
1391610436,1,1,211
1391610436,1,1,252
1391610436,1,1,254
1391610436,1,1,1
1391610436,1,1,102
1391610436,2,1,237
1391610436,2,1,377
1391610436,2,1,252
1391610436,2,1,254
1391610436,2,1,1
1391610436,2,1,102
1391610436,3,1,254
1391610436,3,1,1
1391610436,3,1,102
1391610436,3,1,152
1391610436,3,1,150
1391610436,3,1,260
1391610436,1,1,213
1391610436,1,1,211
1391610436,1,1,252
1391610436,1,1,254
1391610436,1,1,1
1391610436,1,1,102
1391610436,2,1,237
1391610436,2,1,377
1391610436,2,1,252
1391610436,2,1,254
1391610436,2,1,1
1391610436,2,1,102
1391610436,3,1,254
1391610436,3,1,1
1391610436,1,1,213
1391610436,1,1,211
1391610436,3,1,102
1391610436,1,1,252
1391610436,3,1,260
1391610436,1,1,102
1391610436,2,1,254
1391610436,2,1,1
1391610436,2,1,102
1391610436,2,1,237
1391610436,2,1,377
1391610436,2,1,252
1391610436,2,1,254
1391610436,2,1,1
1391610436,2,1,102
1391610436,3,1,254
1391610436,3,1,1
1391610436,3,1,102
1391610436,3,1,152
1391610436,3,1,150
1391610436,3,1,260
1391610436,1,1,213
1391610436,1,1,211
1391610436,1,1,252
1391610436,1,1,254
1391610436,1,1,1
1391610436,1,1,102
1391610436,2,1,254
1391610436,2,1,1
1391610436,2,1,102
1391610436,3,1,377
1391610436,3,1,252
1391610436,3,1,254
1391610436,3,1,1
1391610436,3,1,102
1391610436,3,1,152
1391610436,3,1,150
1391610436,3,1,260
1391610436,1,1,377
1391610436,1,1,210
1391610436,1,1,213
1391610436,1,1,211
1391610436,1,1,252
1391610436,1,1,254
1391610436,1,1,1
1391610436,1,1,102
1391610436,2,1,40
1391610436,2,1,41
1391610436,0,1,361
1391610436,0,1,310
1391610436,0,1,311
1391610436,2,1,42
1391610436,0,1,312
1391610436,2,1,254
1391610436,2,1,1
1391610436,2,1,102
1391610436,0,1,315
1391610436,0,1,316
1391610436,0,1,252
1391610436,0,1,254
1391610436,0,1,1
1391610436,0,1,102
1391610436,3,1,254
1391610436,3,1,1
1391610436,3,1,102
1391610436,3,1,152
1391610436,3,1,150
1391610436,3,1,260
1391610436,1,1,213
1391610436,1,1,211
1391610436,1,1,252
1391610436,1,1,254
1391610436,1,1,1
1391610436,1,1,102
1391610436,2,1,237
1391610436,2,1,377
1391610436,2,1,252
1391610436,2,1,254
1391610436,2,1,1
1391610436,2,1,102
1391610436,3,1,254
1391610436,3,1,1
1391610436,1,1,213
1391610436,1,1,211
1391610436,3,1,150
1391610436,3,1,260
1391610436,1,1,1
1391610436,1,1,102
1391610436,2,1,254
1391610436,2,1,1
1391610436,2,1,102
1391610437,2,1,237
1391610437,2,1,377
1391610437,2,1,252
1391610437,2,1,254
1391610437,2,1,1
1391610437,2,1,102
1391610437,3,1,254
